"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source"
"Areias M.E.G.; Pinto C.I.; Vieira P.F.; Castro M.; Freitas I.; Sarmento S.; Matos S.; Viana V.; Areias J.C.","Areias, Maria E. G. (55744488100); Pinto, Catarina I. (55932752800); Vieira, Patrícia F. (55932991200); Castro, Marta (57198613465); Freitas, Isabela (55585622500); Sarmento, Sofia (55585481600); Matos, Samantha (55932735600); Viana, Victor (55963105000); Areias, José C. (35551638600)","55744488100; 55932752800; 55932991200; 57198613465; 55585622500; 55585481600; 55932735600; 55963105000; 35551638600","Living with CHD: Quality of life (QOL) in early adult life","2014","Cardiology in the Young","24","","","60","65","5","16","10.1017/S1047951114001218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84913546571&doi=10.1017%2fS1047951114001218&partnerID=40&md5=1090d9e767dd663d4d6a38b4c2f3ebbe","Aims: The aim of this study was to assess the quality of life, psychiatric morbidity, and the psychosocial adjustment of adolescents and young adults with CHD, and determine which variables play a role in buffering stress and promoting resilience and which ones have a detrimental effect; and to investigate the situation on school performance and failures, social and family support, physical limitations, and body image of these patients. Methods: The study enrolled 137 CHD patients (79 male), with age ranging from 12 to 26 years old (M = 17.60 ± 3.450 years). The patients were interviewed regarding social support, family educational style, self-image, demographic information, and physical limitations. They responded to questions in a standardised psychiatric interview (SADS-L) and completed self-reported questionnaires for the assessment of quality of life (WHOQOL-BREF) and psychosocial adjustment (YSR/ASR). Results: We found a 19.7% lifetime prevalence of psychopathology in our patients (27.6% in female and 13.9% in male). Of them, 48% had retentions in school (M = 1.61 year ± 0.82). The perception of quality of life in CHD patients is better compared with the Portuguese population in the social relationships and environmental dimensions. However, it is worse in complex forms of CHD than in moderate-to-mild ones, in cyanotic versus acyanotic patients, in moderate-to-severe versus mild residual lesions, in patients submitted versus those not submitted to surgery, in patients with versus without physical limitations, and patients who have need for medication versus those who do not. Social support is very important in improving quality of life of patients in all dimensions as well as academic performance. Conclusions: Female patients and patients with poor academic performance and poor social support have worse psychosocial adjustment and perception of quality of life. © Cambridge University Press, 2014.","Article","Final","","Scopus"
"Au R.; Carskadon M.; Millman R.; Wolfson A.; Braverman P.K.; Adelman W.P.; Breuner C.C.; Levine D.A.; Marcell A.V.; Murray P.J.; O'Brien R.F.; Devore C.D.; Allison M.; Ancona R.; Barnett S.E.; Gunther R.; Holmes B.; Lerner M.; Minier M.; Okamoto J.K.; Young T.","Au, Rhoda (7004117684); Carskadon, Mary (7004290450); Millman, Richard (7007077621); Wolfson, Amy (7006005735); Braverman, Paula K. (7003949564); Adelman, William P. (7004410856); Breuner, Cora C. (6701925197); Levine, David A. (7403166124); Marcell, Arik V. (6603098609); Murray, Pamela J. (8756772400); O'Brien, Rebecca F. (7403182930); Devore, Cynthia D. (57196932097); Allison, Mandy (15076927400); Ancona, Richard (54949001000); Barnett, Stephen E. (57213073040); Gunther, Robert (56273360500); Holmes, Breena (36458547700); Lerner, Marc (7102026705); Minier, Mark (36458688300); Okamoto, Jeffrey K. (35170893200); Young, Thomas (57202359108)","7004117684; 7004290450; 7007077621; 7006005735; 7003949564; 7004410856; 6701925197; 7403166124; 6603098609; 8756772400; 7403182930; 57196932097; 15076927400; 54949001000; 57213073040; 56273360500; 36458547700; 7102026705; 36458688300; 35170893200; 57202359108","School start times for adolescents","2014","Pediatrics","134","3","","642","649","7","319","10.1542/peds.2014-1697","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908238313&doi=10.1542%2fpeds.2014-1697&partnerID=40&md5=133bb076387546dde82086051c398267","The American Academy of Pediatrics recognizes insufficient sleep in adolescents as an important public health issue that significantly affects the health and safety, as well as the academic success, of our nation's middle and high school students. Although a number of factors, including biological changes in sleep associated with puberty, lifestyle choices, and academic demands, negatively affect middle and high school students' ability to obtain sufficient sleep, the evidence strongly implicates earlier school start times (ie, before 8:30 AM) as a key modifiable contributor to insufficient sleep, as well as circadian rhythm disruption, in this population. Furthermore, a substantial body of research has now demonstrated that delaying school start times is an effective countermeasure to chronic sleep loss and has a wide range of potential benefits to students with regard to physical and mental health, safety, and academic achievement. The American Academy of Pediatrics strongly supports the efforts of school districts to optimize sleep in students and urges high schools and middle schools to aim for start times that allow students the opportunity to achieve optimal levels of sleep (8.5-9.5 hours) and to improve physical (eg, reduced obesity risk) and mental (eg, lower rates of depression) health, safety (eg, drowsy driving crashes), academic performance, and quality of life.","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus"
"Nafarzadeh S.H.; Hajiahmadi M.; Moudi S.; Mosaferi S.H.","Nafarzadeh, S.H. (15837087500); Hajiahmadi, M. (18037235500); Moudi, S. (55258746000); Mosaferi, S.H. (56426370200)","15837087500; 18037235500; 55258746000; 56426370200","Evaluation of stress level and its related factors in dentistry students of Babol university of medical sciences (2013-2014)","2014","Journal of Babol University of Medical Sciences","16","12","","48","53","5","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911928629&partnerID=40&md5=1af215769a71093a98e0832e9341d4cc","BACKGROUND AND OBJECTIVE: Dentistry students are exposed to environmental stresses in addition to educational stresses. The continuous stress can lead to the complications such as physical, mental and emotional injuries. Strengthening the physical, mental and social resources can improve the performance and health of students against stress. The aim of this study was to evaluate the stress level and identify the stressors in faculty of dentistry in medical sciences of Babol.; METHODS: This cross-sectional study was done in academic year of 2013-2014 on dentistry students who entered the Dentistry Faculty of Babol from 2008. In this research, two questionnaires were concurrently used. The first questionnaire was DASS21 and the second one was derived from the research of Mashhad Dentistry Faculty to investigate the factors that generate the stress. Questionnaires were analyzed based on the variables of gender, age and entrance year.; FINDINGS: 217 students included 96 male (44.2%) and 121 female (55.8%) completed the questionnaires. 74.2% of students who were in fourth grade had abnormal stress. In addition, there was no significant difference in the stress mean of two genders. Role of the academic stressors such as failing in final exam, embarrassing to injure the patients and to catch the infectious diseases significantly was higher than the non-academic stress factors on the stress level of students.; CONCLUSION: The results showed that the dentistry students had high levels of stress and most of them were related to academic factors. © 2014 Babol University of Medical Sciences. All rights reserved.","Article","Final","","Scopus"
"O'Connor P.; Byrne D.; O'Dea A.; McVeigh T.P.; Kerin M.J.","O'Connor, Paul (28267898600); Byrne, Dara (55194271600); O'Dea, Angela (57163034000); McVeigh, Terri P. (54391565600); Kerin, Michael J. (26631163000)","28267898600; 55194271600; 57163034000; 54391565600; 26631163000","Excuse me: Teaching interns to speak up","2013","Joint Commission Journal on Quality and Patient Safety","39","9","","426","431","5","39","10.1016/S1553-7250(13)39056-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882981498&doi=10.1016%2fS1553-7250%2813%2939056-4&partnerID=40&md5=fe598509c39702f46ff8bef8332760d8","Background: A consistent finding in health care is that interns (junior physicians) are unwilling to ""speak up"" to attendings or consultants (senior physicians), which involves the related behaviors of challenging or questioning the actions of attendings, seeking guidance about one's own performance, and reporting one's errors. Training designed to encourage interns to speak up was designed, conducted, and evaluated at University Hospital Galway, an academic teaching hospital affiliated with the National University of Ireland, Galway, in January 2012-March 2012 and November 2012-January 2013. Method: Training, which was based on the Crew Resource Management model, was constructed around filmed stories of attending physicians describing situations in which, when they were interns, their communication and assertiveness skills were challenged, and their reflections on what they could have done better. Results: A total of 110 interns attended the training. The feedback from participants was positive. There was a significant increase in knowledge as a result of the training, and some evidence to support a shift in attitudes in the desirable direction relating to the need to speak up to seniors. No effect of the training was found on behavior. Conclusions: The willingness to share examples of poor performance is an important part of building a good safety culture. Listening to the stories of attendings describing and reflecting on a situation in which they struggled is a powerful teaching method for training interns in the communication and assertiveness skills that are critical to their job. However, a sustained change in attitudes and behavior to speaking up will require a reinforcement of learning with deliberate practice to develop the skills introduced through the training program. Copyright 2013 © The Joint Commission.","Article","Final","","Scopus"
"Latiff L.A.; Tajik E.; Ibrahim N.; Abubakar A.S.; Albar Ali S.S.B.","Latiff, Latiffah Abdul (57214785937); Tajik, Esra (55640033800); Ibrahim, Normala (54414227000); Abubakar, Azrin Shah (57189603599); Albar Ali, Shirin Shameema Binti (57194971683)","57214785937; 55640033800; 54414227000; 57189603599; 57194971683","Depression and its associated factors among secondary school students in Malaysia","2016","Southeast Asian Journal of Tropical Medicine and Public Health","47","1","","131","141","10","21","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973409156&partnerID=40&md5=f9f02399fa7681e35781f0a1afc42521","Research in the field of factors associated with depression among adolescents is lacking in Malaysia. The aims of the present study were to assess the current prevalence of depression and its related factors among secondary school students in Pasir Gudang, South Malaysia. In this cross sectional study, 2,927 secondary school students (13-17 years old) from urban areas were screened for symptoms of mental disorder as well as demographic and risk behaviors using a validated Depression, Anxiety and Stress Scale (DASS) 12 questionnaire. The majority of the respondents (53.8%) were Malay, of which 53.1% were female. Symptoms of mild depression were found in 33.2% of the respondents, while the prevalence of the symptoms of moderate, severe, and extremely severe depression was 21.5%, 18.1%, and 3.0%, respectively. Logistic regression suggested that participants who were Chinese or had a lower average grade were three times more likely to have depression, while those who came from a single-parent family were twice as likely to have this condition. This study indicated that academic performance and risk behaviors along with the demographic characteristics are important contributors to adolescent depression. © 2016 SEAMEO TROPMED Network. All rights reserved.","Article","Final","","Scopus"
"Wang R.; Chen F.; Chen Z.; Li T.; Harari G.; Tignor S.; Zhou X.; Ben-Zeev D.; Campbell A.T.","Wang, Rui (56822382000); Chen, Fanglin (55813181400); Chen, Zhenyu (55705769100); Li, Tianxing (55837695100); Harari, Gabriella (56404445300); Tignor, Stefanie (56404500500); Zhou, Xia (56271430300); Ben-Zeev, Dror (23468345100); Campbell, Andrew T. (7403504710)","56822382000; 55813181400; 55705769100; 55837695100; 56404445300; 56404500500; 56271430300; 23468345100; 7403504710","Studentlife: Assessing mental health, academic performance and behavioral trends of college students using smartphones","2014","UbiComp 2014 - Proceedings of the 2014 ACM International Joint Conference on Pervasive and Ubiquitous Computing","","","","3","14","11","804","10.1145/2632048.2632054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908602304&doi=10.1145%2f2632048.2632054&partnerID=40&md5=941a3b67ae09512de332ec78c524ce5b","Much of the stress and strain of student life remains hidden. The StudentLife continuous sensing app assesses the day-today and week-by-week impact of workload on stress, sleep, activity, mood, sociability, mental well-being and academic performance of a single class of 48 students across a 10 week term at Dartmouth College using Android phones. Results from the StudentLife study show a number of significant correlations between the automatic objective sensor data from smartphones and mental health and educational outcomes of the student body. We also identify a Dartmouth term lifecycle in the data that shows students start the term with high positive affect and conversation levels, low stress, and healthy sleep and daily activity patterns. As the term progresses and the workload increases, stress appreciably rises while positive affect, sleep, conversation and activity drops off. The StudentLife dataset is publicly available on the web. Copyright © 2014 by the Association for Computing Machinery, Inc. (ACM).","Conference paper","Final","","Scopus"
"Makhal M.; Ray P.K.; Ray S.; Ghosh S.; Majumder U.; De S.; Bandyopadhyay G.K.; Bera N.K.","Makhal, Manabendra (55934084300); Ray, Pradip Kumar (55424774500); Ray, Sampa (56564638000); Ghosh, Subhankar (58266420400); Majumder, Uttam (57188654431); De, Shantanu (51563401300); Bandyopadhyay, Gautam Kumar (57207528388); Bera, Nirmal Kumar (8595086500)","55934084300; 55424774500; 56564638000; 58266420400; 57188654431; 51563401300; 57207528388; 8595086500","Prevalence of psychiatric morbidity among undergraduate students of a dental college in west bengal","2015","Journal of Clinical and Diagnostic Research","9","7","","ZC68","ZC71","3","10","10.7860/JCDR/2015/13642.6230","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936952808&doi=10.7860%2fJCDR%2f2015%2f13642.6230&partnerID=40&md5=b4a74bc7cd8d088a38c36611d0a9d6d4","Background: Stresses of medical course affects the academic performance as well as physical and psychological health of the students negatively. In the present day scenario every one of us has vulnerability to have psychiatric morbidity. Like other young adults, undergraduate dental students are similarly vulnerable to turmoil due to academic and social stresses, which often hamper the educational achievement. Early detection and treatment of psychological morbidities shorten the suffering leading to less social impairment in long term. Aim: The aim of this study was to assess the psychiatric morbidity of dental students and the factors affecting their mental health. Settings and Design: This cross sectional, descriptive and correlation study was conducted in North Bengal Dental College, a rural dental college of West Bengal, India. Materials and Methods: The study sample consisted of a total of 89 dental students. The student enrollment was done by “simple random sampling method”. The semi-structured proforma and the General Health Questionnaire (GHQ)-28 were used to collect data and to assess the psychiatric morbidity. Statistical Analysis: Pearson’s correlation followed by multivariate linear regression analysis was done to assess the effect of academic achievement, positive and negative event on the GHQ total score. Results: The overall mean GHQ total score in the study population was 5.33, with a SD of 4.85 which was above the cutoff (>4) score. Karl Pearson correlation co-efficient r-values for GHQ total score with ‘academic achievement’ and ‘negative events’ score were 0.718 and 0.628 respectively and p-values were 0.001 and 0.001. Conclusion: The poor academic performance and negative events had strong impact on psychological morbidity of dental students. The findings of our study can’t be generalized for all undergraduate dental student due to small sample size and non inclusion of many other variables. © 2015, Journal of Clinical and Diagnostic Research. All rights reserved.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus"
"Reyes-Rodríguez M.L.; Rivera-Medina C.L.; Cámara-Fuentes L.; Suárez-Torres A.; Bernal G.","Reyes-Rodríguez, Mae Lynn (35768250900); Rivera-Medina, Carmen L. (24475430400); Cámara-Fuentes, Luis (36020108000); Suárez-Torres, Alba (36020578600); Bernal, Guillermo (7005287224)","35768250900; 24475430400; 36020108000; 36020578600; 7005287224","Depression symptoms and stressful life events among college students in Puerto Rico","2013","Journal of Affective Disorders","145","3","","324","330","6","62","10.1016/j.jad.2012.08.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873128553&doi=10.1016%2fj.jad.2012.08.010&partnerID=40&md5=05a61ade86bfe5179fb788d9bbdfc368","Background: The transition from adolescence to adulthood is associated with stressful adaptation experiences that may increase symptoms of depression. We explored the prevalence and sex differences of depressive symptoms and suicidal ideation in freshmen Latino college students in Puerto Rico, and identified stressful life events that could contribute to symptoms of depression. Methods: Two thousand one hundred sixty-three freshmen college students from the University of Puerto Rico (UPR) public education system were assessed for depression symptoms using the Beck Depression Inventory (BDI) and stressful life events using open questions. Results: Nine percent of the sample reported depression symptoms at a moderate or severe level (BDI>20). Chi square analyses revealed a significantly higher prevalence for three of the stressful life events in females than males: relocation (10.2% females vs. 7.3% males; X2 (1)=4.13, p=.042), break-up of a significant relationship (25.3% females vs. 17.8% males; X2 (1)=13.76, p<.001), and illness (11.2% females vs. 7.3% males; X2 (1)=7.23, p=.007). The model that best explained the variance of BDI scores among females was the presence of suicide risk, relationship break-up, illness, and relocation for college, whereas for males a similar model without the relationship break-up variable resulted in a better fit. Conclusions: Freshmen college students present a broad range of depression symptoms and certain stressful life events are associated with an increased prevalence of depression symptoms. Early detection of depression and tailored prevention programs should be developed to improve both mental health and academic performance among the college population. © 2012 Elsevier B.V.","Article","Final","All Open Access; Green Open Access","Scopus"
"Sarı Ö.Y.; Üner S.; Büyükakkuş B.; Bostancı E.Ö.; Çeliksöz A.H.; Budak M.","Sarı, Özge Yavuz (56675676900); Üner, Sarp (23471460600); Büyükakkuş, Berkem (56676322500); Bostancı, Emine Özlem (56675687700); Çeliksöz, Aytek Hüseyin (58450829900); Budak, Mehmet (57105045800)","56675676900; 23471460600; 56676322500; 56675687700; 58450829900; 57105045800","Sleep quality and some factors affecting sleep quality in the students living in the residence hall of a university; [Bir üniversitenin yurtta kalan öğrencilerinde uyku kalitesi ve etkileyen bazı faktörler]","2015","TAF Preventive Medicine Bulletin","14","2","","93","100","7","6","10.5455/pmb.1-1408013434","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930718155&doi=10.5455%2fpmb.1-1408013434&partnerID=40&md5=56427603642440f0ef3f6128a1e6a3b8","AIM: Sleep disorders are remarkable public health problems as they adversely affect physical, mental and social health and may cause accidents and decline in academic performance and labor productivity. Aim of the study is assessing sleep quality and determining some factors affecting sleep quality in the students living in the residence hall of a university. METHOD: It is a cross sectional study conducted with 277 students, 180 of whom are female. Data were collected via a questionnaire including Pittsburgh Sleep Quality Index (PSQI), Epworth Sleepiness Scale (ESS) and socio-demographic characteristics query. RESULTS: According to PSQI, 41.1% of students have bad sleep quality. Sleep quality of male students and students who are overweight/obese or living in more crowded rooms in the hall of residence is worse than other students’. Prevalence of bad sleep quality is higher in medication users, participants thinking that they have problems in sleeping or falling asleep and had stressful experience in the last month. The differences between groups were statistically significant. In logistic regression analyzes, using medication (OR=2.54), having problems in sleep (OR=12.75), having problems in falling asleep (OR=8.83) and bad experiences in the last month (OR=2.66) have effects on sleep quality. CONCLUSIONS: Interventions about sleep disorders are important due to their preventable characteristics. Developing healthy life habits, improving physical conditions and coping with stress will be effective on preventing and treating sleep disorders. © 2015,Gulhane Military Medical Academy. All rights reserved.","Article","Final","","Scopus"
"Tubaldi F.; Poeta F.","Tubaldi, Federico (16426391200); Poeta, Francesca (55538804800)","16426391200; 55538804800","Reducing test anxiety with Stress Inoculation Training; [Ridurre l'ansia da esame con lo Stress Inoculation Training]","2012","Psicoterapia Cognitiva e Comportamentale","18","3","","303","320","17","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871648851&partnerID=40&md5=c641d3f66370ab2ceb86eba4e5acd2ea","Stress Inoculation Training (SIT) is a cognitive behavioural model suitable for primary prevention and therapeutic treatment in mental health. To-date, the effectiveness of this model has been demonstrated for a wide range of behavioural problems and disorders. This review aims to evaluate critically the literature that has documented the effectiveness of SIT to reduce test anxiety. Ten studies were examined by considering a series of methodological features, such as the type of participants, the sample selection criteria, the type of training, the type of control group and the presence of a follow-up. Furthermore, the effects of SIT on four discomfort variables (trait test anxiety, state test anxiety, trait anxiety and stress) and two performance variables (test results and academic results) were analysed. It was found that SIT is able to reduce brooding and physiological hyperactivation associated with test anxiety, whereas an increase in exam performance does not occur. These findings are discussed in the light of the efficacy of other treatments within behaviour therapy which aim to reduce test anxiety.","Review","Final","","Scopus"
"Odlaug B.L.; Lust K.; Schreiber L.R.N.; Christenson G.; Derbyshire K.; Grant J.E.","Odlaug, Brian L. (16176176200); Lust, Katherine (24467144400); Schreiber, Liana R.N. (26668021000); Christenson, Gary (7005645583); Derbyshire, Katherine (55443666800); Grant, Jon E. (7403161219)","16176176200; 24467144400; 26668021000; 7005645583; 55443666800; 7403161219","Skin picking disorder in university students: Health correlates and gender differences","2013","General Hospital Psychiatry","35","2","","168","173","5","56","10.1016/j.genhosppsych.2012.08.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875371998&doi=10.1016%2fj.genhosppsych.2012.08.006&partnerID=40&md5=141df0c5a3806b6810ac07afff42695e","Objective: This study sought to examine the prevalence of skin picking disorder (SPD) in a university sample and assess associated physical and mental health correlates. Methods: A 54-item anonymous, voluntary survey was distributed via random email generation to a sample of 6000 university students. Current psychological and physical status was assessed, along with academic performance. Positive screens for SPD were determined based upon individuals meeting full proposed DSM-V criteria. Results: A total of 1916 participants (31.9%; mean age 22.7±5.1; 58.1% female) responded and were included in the analysis. The overall prevalence of SPD was 4.2% (females=5.8%; males=2.0%). SPD was associated with significantly higher lifetime rates of affective, anxiety, eating, substance use and impulse control disorders. Men with SPD had significantly higher BMI ratings and perceived themselves as significantly less attractive to others while women had significantly higher depressive symptoms. Conclusion: SPD is common in both genders and is associated with significant mental and physical health detriments, including higher levels of stress, more psychiatric comorbidity and poorer perceived health. Academic institutions, clinicians and public health officials should be aware of the multimodal presentation of SPD and screen for it in primary care and dermatologic settings. © 2013 Elsevier Inc.","Article","Final","All Open Access; Green Open Access","Scopus"
"Grant J.E.; Odlaug B.L.; Derbyshire K.; Schreiber L.R.N.; Lust K.; Christenson G.","Grant, Jon E. (7403161219); Odlaug, Brian L. (16176176200); Derbyshire, Katherine (55443666800); Schreiber, Liana R. N. (26668021000); Lust, Katherine (24467144400); Christenson, Gary (7005645583)","7403161219; 16176176200; 55443666800; 26668021000; 24467144400; 7005645583","Mental health and clinical correlates in lesbian, gay, bisexual, and queer young adults","2014","Journal of American College Health","62","1","","75","78","3","47","10.1080/07448481.2013.844697","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890832477&doi=10.1080%2f07448481.2013.844697&partnerID=40&md5=0934c94b07d4a55bb15726bf32e2e3e4","Objective: This study examined the prevalence of mental health disorders and their clinical correlates in a university sample of lesbian, gay, bisexual, and queer (LGBQ) students. Participants: College students at a large public university. Methods: An anonymous, voluntary survey was distributed via random e-mail generation to university students during April and May of 2011. LGBQ students were compared with their heterosexual counterparts on psychological and physical status as well as academic performance. Results: LGBQ students reported worse depressive symptoms, higher levels of perceived stress, considered themselves less attractive, and were more likely to be overweight. LGBQ students were significantly more likely to report histories of affective, substance use, and certain anxiety disorders as well as compulsive sexual behavior and compulsive buying. Conclusions: The higher rates of many psychiatric conditions among LGBQ students underscore the need for universities to provide LGBQ students a nonjudgmental environment to discuss sexual orientation and health issues. © 2014 Copyright Taylor and Francis Group, LLC.","Article","Final","","Scopus"
"Manimaran S.; Jayakumar S.; Lakshmi K.B.","Manimaran, S. (56031680700); Jayakumar, S. (57192172982); Lakshmi, K. Bhagya (56514046000)","56031680700; 57192172982; 56514046000","An education management information system with simultaneous monitoring of stress stimulators for students Mental Health management","2016","Technology and Health Care","24","6","","889","897","8","4","10.3233/THC-161250","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999233506&doi=10.3233%2fTHC-161250&partnerID=40&md5=167dd7b4327017328debfca5d1ae3675","Education Management Information System (EMIS) is a widely acceptable and developing technology within the Information Technology field. The advancement in technology in this century is being collaborated with scientific invention or explorer and information strengthening or development. This paper presents the results and experiences gained from applying students oriented EMIS for monitoring and managing mental health. The Mental Health of students depends on the acquiring adequate knowledge on basic concepts within a time period or academic schedule. It's obviously significance to evaluate and appraise the stress stimulators as a challenge or threat. The theoretical framework for the study was designed for analyzing the stress stimulators, academic performance and EMIS accessibility. The sample examined in this study was stratified random sample from 75 students specifically all engineering college in Dindigul District of Tamilnadu. The primary factor is the academic stress stimulators that form one module of EMIS for each of the key variable such as curriculum & instruction related stressors, placement related, teamwork related and assessment related. The Mental Health related stress stimulators namely curriculum & syllabus, placement related, assessment related and team work related have a significant influence on academic performance by students in various institution. The important factor leading to the EMIS application in monitoring stress stimulators is curriculum & syllabus related and assessment related. © 2016 - IOS Press and the authors. All rights reserved.","Article","Final","","Scopus"
"Volkova S.; Han K.; Corley C.","Volkova, Svitlana (56350049100); Han, Kyungsik (58643233700); Corley, Courtney (57207510305)","56350049100; 58643233700; 57207510305","Using social media to measure student wellbeing: A large-scale study of emotional response in academic discourse","2016","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10046 LNCS","","","510","526","16","8","10.1007/978-3-319-47880-7_32","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995511029&doi=10.1007%2f978-3-319-47880-7_32&partnerID=40&md5=328e50dfcac41dc6802ba5f93c6b2707","Student resilience and emotional wellbeing are essential for both academic and social development. Earlier studies on tracking students’ happiness in academia showed that many of them struggle with mental health issues. For example, a 2015 study at the University of California Berkeley found that 47% of graduate students suffer from depression, following a 2005 study that showed 10% had considered suicide. This is the first large-scale study that uses signals from social media to evaluate students’ emotional wellbeing in academia. This work presents fine-grained emotion and opinion analysis of 79,329 tweets produced by students from 44 universities. The goal of this study is to qualitatively evaluate and compare emotions and sentiments emanating from students’ communications across different academic discourse types and across universities in the U.S. We first build novel predictive models to categorize academic discourse types generated by students into personal, social, and general categories. We then apply emotion and sentiment classification models to annotate each tweet with six Ekman’s emotions – joy, fear, sadness, disgust, anger, and surprise and three opinion types – positive, negative, and neutral. We found that emotions and opinions expressed by students vary across discourse types and universities, and correlate with survey-based data on student satisfaction, happiness and stress. Moreover, our results provide novel insights on how students use social media to share academic information, emotions, and opinions that would pertain to students academic performance and emotional well-being. © Springer International Publishing AG 2016.","Conference paper","Final","","Scopus"
"Saravanan C.; Wilks R.","Saravanan, Coumaravelou (56082763100); Wilks, Ray (7005994242)","56082763100; 7005994242","Medical students' experience of and reaction to stress: The role of depression and anxiety","2014","The Scientific World Journal","2014","","737382","","","","122","10.1155/2014/737382","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896870468&doi=10.1155%2f2014%2f737382&partnerID=40&md5=604845b500ff378fc97fdbe331c5de13","Background. Medical school is recognized as a stressful environment that often has a negative effect on students' academic performance, physical health, and psychosocial well-being. Previous studies have not identified differences between depressed and nondepressed and anxious and nonanxious medical students' experiences of stress or their reactions to stressors. The present study aimed to identify the prevalence of depression and anxiety among a sample of 358 medical students attending a private university in Malaysia and to examine differences according to participants' gender, year of study, and stage of training (preclinical and clinical). Additionally, this study examined the extent to which stress predicts depression and anxiety, differences between depressed and nondepressed medical students' experiences of and reactions to stressors, and differences between anxious and nonanxious medical students' experiences of and reactions to stressors. Methods. The Student Life Stress Inventory was used to measure stress and reaction to stressors and the Depression, Anxiety, and Stress Scale was used to measure depression and anxiety. Results. The results showed that 44% (n=158) of the students were anxious and 34.9% (n=125) were depressed. More female students exhibited anxiety compared to male students. Stress is a predictor for depression and anxiety. A significant difference was found between depressed and nondepressed and anxious and nonanxious students' experience of stressors due to frustration, change, and their emotional reaction to stressors. Conclusion. Overall, depressed and anxious students were found to experience more stress and react differently to stressors compared to nondepressed and nonanxious students. © 2014 Coumaravelou Saravanan and Ray Wilks.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus"
"Shochat T.; Cohen-Zion M.; Tzischinsky O.","Shochat, Tamar (6701600385); Cohen-Zion, Mairav (6602940630); Tzischinsky, Orna (6701744611)","6701600385; 6602940630; 6701744611","Functional consequences of inadequate sleep in adolescents: Asystematic review","2014","Sleep Medicine Reviews","18","1","","75","87","12","577","10.1016/j.smrv.2013.03.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890221347&doi=10.1016%2fj.smrv.2013.03.005&partnerID=40&md5=79acc78bbd8423a7f56b4323a7df0bac","During adolescence, changes in sleep patterns due to biological and environmental factors are well documented. Later bedtimes and inadequate sleep, i.e., short and disrupted sleep patterns, insomnia and daytime sleepiness, have become increasingly common. Accumulating evidence suggests that sleep plays a crucial role in healthy adolescent development. This review systematically explores descriptive evidence, based on prospective and cross sectional investigations, indicating that inadequate sleep is associated with negative outcomes in several areas of health and functioning, including somatic and psychosocial health, school performance and risk taking behavior. Findings highlight the need for longitudinal investigations aimed at establishing the underpinnings of these associations and for developing and implementing interventions designed to achieve healthier and more balanced sleep patterns in the adolescent population. © 2013 Elsevier Ltd.","Review","Final","","Scopus"
